Title,Heading,Content,Tokens
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"3900 Design and Analysis III is a course on complex and specialized research design in Psychology. Multifactor research designs that employ both between- and within-subjects independent variables. Advantages and disadvantages of using multifactor research designs to test psychological hypotheses. Hierarchical designs and incomplete factorials. The use of covariates and blocking to increase experimental precision. Problems created by missing data. Single subject designs. How to answer specific psychological questions in the context of complex designs. The design and analysis of non-experimental psychological research. Applications of such techniques as the analysis of variance and multiple linear regression to the data obtained with these research designs, with special attention to problems inherent in psychological research. CR: PSYC 3950, Statistics 3520 LH: one laboratory period weekly PR: PSYC 2911 and admission to an Honours program in Psychology or Behavioural Neuroscience",183
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4050 Selected Topics in Developmental Psychology I is an intensive examination of a specific topic in developmental psychology. PR: PSYC 3050 and admission to a Major in Psychology or Behavioural Neuroscience,45
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4051 Selected Topics in Developmental Psychology II is an intensive examination of a specific topic in developmental psychology. PR: PSYC 3050 and admission to a Major in Psychology or Behavioural Neuroscience,45
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4070 Research Experience in Development Psychology allows students to gain research experience in selected areas of developmental psychology. PR: PSYC 3050 and admission to a Major in Psychology or Behavioural Neuroscience,44
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4150 Selected Topics in Social Psychology I is an intensive examination of a specific topic in social psychology. PR: PSYC 3100 and admission to a Major in Psychology or Behavioural Neuroscience,44
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4151 Selected Topics in Social Psychology II is an intensive examination of a specific topic in social psychology. PR: PSYC 3100 and admission to a Major in Psychology or Behavioural Neuroscience,44
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4152 Selected Topics in Applied Social Psychology - inactive course.,18
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4160 Psychology and the Law - inactive course.,16
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4170 Research Experience in Social Psychology will provide research experience in a selection of areas typically studied by social psychologists such as attitudes, prejudice, groups and social cognition. Students will acquire experience with research methods that are used to advance the body of knowledge in social psychology. PR: PSYC 3100 and admission to a Major in Psychology or Behavioural Neuroscience",76
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4250 Selected Topics in Learning and Motivation I an intensive examination of a specific topic in learning and motivation. PR: PSYC 3251 or the former 3250, and admission to a Major in Psychology or Behavioural Neuroscience",52
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4251 Selected Topics in Learning and Motivation II is an intensive examination of a specific topic in learning and motivation. PR: PSYC 3251 or the former 3250, and admission to a Major in Psychology or Behavioural Neuroscience",53
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4260 Learning Processes and Drug Effects - inactive course.,18
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4270 Research Experience in Learning allows students to gain research experience in selected areas of learning. PR: PSYC 3251 or the former 3250, and admission to a Major in Psychology or Behavioural Neuroscience; Science 1807",52
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4350 Selected Topics in Perception I - inactive course.,17
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4351 Selected Topics in Perception II is an intensive examination of a specific topic in perception. PR: PSYC 3350 and admission to a Major in Psychology or Behavioural Neuroscience,42
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4370 Research Experience in Perception allows students to gain research experience in selected areas of perception. PR: PSYC 3350 and admission to a Major in Psychology or Behavioural Neuroscience,42
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4450 Selected Topics in Cognition I (same as the former PSYC 4400) is an intensive examination of a specific topic in cognition. CR: the former PSYC 4400 PR: PSYC 3450 and admission to a Major in Psychology or Behavioural Neuroscience,61
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4451 Selected Topics in Cognition II (same as the former PSYC 4401) is an intensive examination of a specific topic in cognition. CR: the former PSYC 4401 PR: PSYC 3450 and admission to a Major in Psychology or Behavioural Neuroscience,61
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4452 Selected Topics in Cognition: Reading - inactive course.,19
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4453 Selected Topics in Cognitive Science (same as the former PSYC 4402) is an intensive examination of a specific topic in cognitive science from a psychological perspective. CR: the former PSYC 4402 PR: two courses chosen from PSYC 3050, the former PSYC 3250, 3350, 3450, the former 3801 and admission to a Major in Psychology or Behavioural Neuroscience",87
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4461 Psycholinguistics - inactive course.,16
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4462 Human Memory - inactive course.,14
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4470 Research Experience in Cognition allows students to gain research experience in selected areas of cognition. PR: PSYC 3450 and admission to a Major in Psychology or Behavioural Neuroscience,43
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4500 Selected Topics in Psychology I is an intensive examination of a specific topic in psychology that crosses traditional subdisciplines. PR: two 3000-level majors courses (other than 3900) and admission to a Major in Psychology or Behavioural Neuroscience,57
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4501 Selected Topics in Psychology II is an intensive examination of a specific topic in psychology that crosses traditional subdisciplines. PR: two 3000-level majors courses (other than 3900) and admission to a Major in Psychology or Behavioural Neuroscience,57
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4610 Selected Topics in Personality I - inactive course.,17
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4620 Selected Topics in Personality II is an intensive examination of a specific topic in personality. PR: PSYC 3620 and admission to a Major in Psychology or Behavioural Neuroscience,42
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4650 Selected Topics in Abnormal Behaviour I is an intensive examination of a specific topic in abnormal behaviour. PR: PSYC 3650 and admission to a Major in Psychology or Behavioural Neuroscience,46
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4651 Selected Topics in Abnormal Behaviour II - inactive course.,20
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4660 Developmental Psychopathology - inactive course.,17
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4661 Family Psychology is a study of the reciprocal relationship between family processes and abnormal behaviour. The course will focus on the role of family dynamics in the etiology of abnormal behaviour, the impact of psychological disorders on family functioning and the application of family therapy to create therapeutic change. PR: PSYC 3650, or all of 2520 or 2521, 2930 or the former 2570, 2911, and 3640, and admission to a Major in Psychology or Behavioural Neuroscience",104
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4662 Clinical Psychology and Theories of Psychotherapy - inactive course.,20
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4670 Research Experience in Abnormal Psychology allows students to gain research experience in selected areas of clinical psychology. PR: PSYC 3650 and admission to a Major in Psychology or Behavioural Neuroscience,45
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4671 Research Experience in Personality - inactive course.,16
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4701 Animal Behaviour II - inactive course.,16
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4750 Selected Topics in Animal Behaviour I is an intensive examination of a specific topic in animal behaviour. PR: PSYC 3750 or Biology 3750 and admission to a Major in Psychology or Behavioural Neuroscience,49
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4751 Selected Topics in Animal Behaviour II is an intensive examination of a specific topic in animal behaviour. PR: PSYC 3750 or Biology 3750 and admission to a Major in Psychology or Behavioural Neuroscience,49
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4770 Research Experience in Animal Behaviour (same as Biology 4770) allows students to gain research experience in selected areas of animal behaviour. This course may be offered in a usual 12-week semester or as a two-week field course. CR: Biology 4770 LC: either three hours of lecture per week or a two-week field course that embodies equivalent instructional time PR: Science 1807 and Science 1808; PSYC 2520 or 2521, 2930 or the former 2570, 2911 and PSYC 3750 or BIOL 3750 and admission to a major in Psychology or Behavioural Neuroscience",131
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4850 Selected Topics in Behavioural Neuroscience I is an intensive examination of a specific topic in behavioural neuroscience. PR: one of PSYC 3800, the former 3801, 3820, or the former PSYC 3250 and admission to a Major in Psychology or Behavioural Neuroscience",64
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,4851 Selected Topics in Behavioural Neuroscience II - inactive course.,20
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4852 Selected Topics in Behavioural Neuroscience (Neurobiology of Time and Space) will examine selected topics in timing, circadian rhythms, spatial learning and navigation. PR: one of the former PSYC 3250, 3800, the former 3801, 3810, 3820, 3830, 3840, or 3860 and admission to a Major in Psychology or Behavioural Neuroscience",85
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4853 Selected Topics in Behavioural Neuroscience (Neurobiology of Sex) will examine the development of sex differences in the brain and behaviour by considering both animal models and human studies. PR: one of the former PSYC 3250, 3800, the former 3801, 3810, 3820, 3830, 3840, or 3860 and admission to a Major in Psychology or Behavioural Neuroscience",89
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4854 Selected Topics in Behavioural Neuroscience (Neurobiological Diseases and Disorders) will examine the neurobiology of neurodegenerative diseases/psychological disorders, and the potential of therapeutic interventions. PR: one of the former PSYC 3250, 3800, the former 3801, 3810, 3820, 3830, 3840, or 3860 and admission to a Major in Psychology or Behavioural Neuroscience",93
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4870 Research Experience in Behavioural Neuroscience allows students to gain research experience in selected areas of neuroscience. OR: Animal Care Online Training and Animal Handling Training must be completed prior to start of this course PR: Science 1807 and Science 1808; PSYC 3820 or the former 3801, and admission to a Major in Psychology or Behavioural Neuroscience",78
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4910 Systems in Contemporary Psychology is a study of paradigms and explanations in contemporary psychology in the context of their historical antecedents. CO: at the St. John’s campus only: PSYC 3900 or 3950, or permission of instructor PR: 30 credit hours in Psychology courses required in a Majors program. At the Grenfell Campus only, this must include PSYC 2950.",89
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4920 Psychological Testing focuses on the principles of psychological testing, relevant psychometric properties, and methods by which tests are developed. The course is designed to review the nature and use of psychological tests and will cover topics such as test norms, interpretability, reliability, item analysis, validity, and test development. This course includes a survey development and data management component where students will create and validate their own psychological survey. CR: PSYC 3628 PR: 6 CH in any 3000-level restricted Psychology courses and admission to a Major in Psychology or Behavioural Neuroscience",118
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"4980 The Psychology of Money and Financial Behavior is designed to help students understand the multitude of factors that influence decisions individuals make about money and other related objects of value. These factors include the perceptions, motivations, attitudes, emotions, personality characteristics, and cognitive process that underlie human interactions with money. The course will also explore the developmental and neurological bases of human monetary behavior as well as clinical aspects such as money related addictions, criminality, and psychopathology. PR: PSYC 2520 or 2521, 2911, 2930 or the former 2570, admission to a Major in Psychology or Behavioural Neuroscience, and any two 3000 level majors courses in Psychology",139
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,"499A and 499B Honours Dissertation is a linked course, based on independent study of an approved problem in Psychology. The topic will be chosen in consultation with the Faculty Advisor. The first semester will normally involve directed reading in this area, and preparation of a dissertation proposal. The second semester will be devoted to conducting the study, gathering data, data analysis and preparation of a formal written report. The dissertation must be submitted for grading before the end of the tenth week of the semester in which the student is registered for 499B. CH: 6 PR: admission to the Honours Program and a minimum of 6 credit hours in Psychology majors courses at the 3000 level or above",141
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,199W Work Term I normally follows the successful completion of Semester 4. Students are expected to build on classroom learning and develop and practice high standards of behaviour and performance in a work environment. CH: 0 LC: 0 OR: co-op professional development sessions PR: full-time status in previous term; admitted to PCOP,72
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,299W Work Term II normally follows the successful completion of Semester 6. Students are expected to further develop and expand their knowledge and work-related skills and demonstrate an ability to deal with increasingly complex work-related concepts and problems. CH: 0 LC: 0 PR: PSYC 199W,64
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Psychology courses,399W Work Term III normally follows the successful completion of Semester 7. Students should have sufficient academic grounding and work experience to contribute in a positive manner to the problem-solving and management processes needed and practiced in the work environment. CH: 0 LC: 0 PR: PSYC 299W,65
Information about Faculty of Science at Memorial University of Newfoundland,Glossary of Terms,"AR = Attendance requirement; CH = Credit hours are 3 unless otherwise noted; CO = Co-requisite(s); CR = Credit can be retained for only one course from the set(s) consisting of the course being described and the course(s) listed; LC = Lecture hours per week are 3 unless otherwise noted; LH = Laboratory hours per week; OR = Other requirements of the course such as tutorials, practical sessions, or seminars; PR = Prerequisite(s); UL = Usage limitation(s).",105
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Science courses,"1807 Safety in the Scientific Laboratory introduces students to safety practices required for working in science laboratories where hazards are present. Students complete an online module in Laboratory Safety. Normally, it will be taken before the start of the semester in which students take their first science laboratory course with this prerequisite, and it must be successfully completed no later than the first Friday of the semester. Check department lists of courses to see where this is a prerequisite. CH: 0 OR: only offered online; completion time estimated to be one hour",108
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Science courses,"1808 WHMIS introduces students to Newfoundland and Labrador’s Workplace Hazardous Materials Information System (WHMIS). Students will complete an online module in WHMIS. Normally, it will be taken before the start of the semester in which students take their first science laboratory course with this prerequisite, and it must be successfully completed no later than the first Friday of the semester. Check department lists of courses to see where this is a prerequisite. CH: 0 OR: only offered online; completion time estimated to be one hour",113
Information about Faculty of Science at Memorial University of Newfoundland,Glossary of Terms,"AR = Attendance requirement; CH = Credit hours are 3 unless otherwise noted; CO = Co-requisite(s); CR = Credit can be retained for only one course from the set(s) consisting of the course being described and the course(s) listed; LC = Lecture hours per week are 3 unless otherwise noted; LH = Laboratory hours per week; OR = Other requirements of the course such as tutorials, practical sessions, or seminars; PR = Prerequisite(s); UL = Usage limitation(s).",105
Information about Faculty of Science at Memorial University of Newfoundland,The Memorial University of Newfoundland Code - Faculty of Science," The attention of all members of the University community is drawn to the section of the University Calendar titled The Memorial University of Newfoundland Code, which articulates the University's commitment to maintaining the highest standards of academic integrity.",42
Information about Faculty of Science at Memorial University of Newfoundland,Student Code of Conduct - Faculty of Science," Memorial University of Newfoundland expects that students will conduct themselves in compliance with University Regulations and Policies, Departmental Policies, and Federal, Provincial and Municipal laws, as well as codes of ethics that govern students who are members of regulated professions. The Student Code of Conduct outlines the behaviors which the University considers to be non-academic misconduct offences, and the range of remedies and/or penalties which may be imposed. Academic misconduct is outlined in UNIVERSITY REGULATIONS - Academic Misconduct in the University Calendar.For more information about the Student Code of Conduct, see www.mun.ca/student.",120
Information about Faculty of Science at Memorial University of Newfoundland,Faculty Description - Faculty of Science," The Faculty of Science encompasses nine academic departments: Biochemistry, Biology, Chemistry, Computer Science, Earth Sciences, Mathematics and Statistics, Ocean Sciences, Physics and Physical Oceanography, and Psychology. Departments offer programs leading to general and honours degrees. A number of specialized and joint programs are also offered, as well as Bachelor of Science degree programs delivered by the Departments of Geography and Economics. Selected students can complete the first two years of Acadia University's Bachelor of Science in Nutrition (Dietetics option) at Memorial University of Newfoundland. In addition to educational programs, research is a most important aspect of the Faculty of Science. As such, the Faculty is in a position to generate new knowledge by the pursuit of high quality research and to foster economic development through cooperative research and technology transfer with the private sector. The Faculty of Science is the scientific training ground for all undergraduates at the University. Memorial University of Newfoundland's science graduates are in demand by science-based industries throughout the country. Our Faculty excels in research and in its commitment to effective teaching and delivery of quality educational programs.Additional information regarding the Faculty of Science is available at www.mun.ca/science.Information regarding the Centre for Earth Resources Research (CERR) and the Ocean Sciences Centre (OSC) is available at www.mun.ca/earthsciences and www.mun.ca/osc, respectively.For information regarding fees and charges, see the Financial and Administrative Services website at www.mun.ca/finance/fees/.For information regarding scholarships, bursaries and awards, see www.mun.ca/scholarships/scholarships.",337
Information about Faculty of Science at Memorial University of Newfoundland,Limited Enrolment Courses - Faculty of Science, Certain course offerings in the Faculty of Science will be identified as being Limited Enrolment Courses and will be clearly identified as such in the list of course offerings. Students who have registered for a Limited Enrolment Course must confirm their registration either (1) by attending at least one of the first three hours of lecture in the course and the first meeting of any laboratory section of the course; or (2) by notifying the department in writing within the first five university working days of the semester. Students who do not confirm their registration may be dropped from the course on the recommendation of the Head of Department.,123
Information about Faculty of Science at Memorial University of Newfoundland,Waiver of Regulations for Undergraduate Students - Faculty of Science," Where circumstances so warrant, students may seek a waiver of course prerequisites and co-requisites, program and other departmental regulations, faculty regulations, and general academic regulations. Requests for such waivers should be directed according to UNIVERSITY REGULATIONS - General Academic Regulations (Undergraduate) - Waiver of Regulations.The procedures for appealing unfavourable decisions are outlined in UNIVERSITY REGULATIONS - General Academic Regulations (Undergraduate), Appeal of Decisions.",92
Information about Faculty of Science at Memorial University of Newfoundland,Graduation - Faculty of Science," Upon meeting the qualifications for the program, students must apply to graduate on the prescribed 'Application for Graduation' form. This form may be obtained on-line at the Memorial Self Service at selfservice.mun.ca. The deadlines for application submission are July 15 for Fall (October) graduation, January 3 for Winter (February) in-absentia graduation, and January 15 for Spring (May) graduation. Applications received after these dates will be processed as time and resources permit. Additional information is available from the Office of the Registrar at www.mun.ca/regoff/graduation. Information regarding Convocation, including the dates of the ceremony, is available at www.mun.ca/convocation.",146
Information about Faculty of Science at Memorial University of Newfoundland,Degree Regulations for Programs in the Faculty of Science,"The Faculty of Science offers a variety of programs which lead to a General Degree of Bachelor of Science or an Honours Degree of Bachelor of Science. These programs consist of a minimum of 120 credit hours in courses which include the following: the Core Requirements, as described under Core Requirements and Academic Advising, a Program of Study, as described under Programs of Study for the General Degree of Bachelor of Science and Programs of Study for the Honours Degree of Bachelor of Science, as part of which one or more Major programs shall be completed, and a number of additional courses, as described under Electives. In conjunction with the Faculty of Humanities and Social Sciences, the Faculty of Science offers the Joint Degrees of Bachelor of Science and Bachelor of Arts, which simultaneously leads to both a General Degree of Bachelor of Science and a General Degree of Bachelor of Arts. The Faculty of Science also offers a number of Minor programs, as described under Minor Programs in the Faculty of Science. These are available to students completing a General Degree of Bachelor of Science or an Honours Degree of Bachelor of Science, but may also be undertaken by students in other degree programs should the regulations of those programs permit it. A Major or a Minor consists, in part, of an approved concentration of courses in a single subject area, known respectively as the Major subject or Minor subject. These subject areas may include: Biochemistry, Biology, Chemistry, Computer Science, Earth Sciences, Economics, Geography, Mathematics and Statistics, Ocean Sciences, Physics, or Psychology. For the purposes of a General Degree of Bachelor of Science or an Honours Degree of Bachelor of Science, a student may complete at most one Major program from each department which offers more than one, and may not complete a Minor program from the department of any of the student’s Major programs. When a Major program may be completed both as part of the Degree of Bachelor of Science and the Degree of Bachelor of Arts, students are free to choose the degree program they wish to follow and may change from one to the other; however, they may not obtain both degrees in the same Major program at this University.",427
Information about Faculty of Science at Memorial University of Newfoundland,Joint Degrees of Bachelor of Science and Bachelor of Arts,"Students who wish to simultaneously pursue a Bachelor of Science program and a Bachelor of Arts program may do so by completing a minimum of 135 credit hours in courses, rather than the minimum of 150 credit hours required under UNIVERSITY REGULATIONS - General Academic Regulations (Undergraduate), Residence Requirements - Second Degree.Students who complete the Joint Degrees of Bachelor of Science and Bachelor of Arts are not required to complete a minor. Students may complete the requirements for a minor, or an additional (third) major, in accordance with UNIVERSITY REGULATIONS - General Academic Regulations (Undergraduate), Degree and Departmental Regulations - Further Credentials.Credit hours earned in Computer Science, Economics, Geography, Mathematics and Statistics, and Psychology may be eligible to simultaneously satisfy a requirement for credit hours in the Faculty of Science and a requirement for credit hours in the Faculty of Humanities and Social Sciences.Careful planning of courses is crucial to ensure timely completion of the Joint Degrees of Bachelor of Science and Bachelor of Arts. Students enrolled in this program, or who plan to enroll in this program, are strongly encouraged to consult regularly with appropriate academic advisors in both the Faculty of Science and the Faculty of Humanities and Social Sciences. It may not be possible to complete the requirements for the Joint Degrees in the normal time if the decision to embark on the program is delayed.Students who have enrolled in the Joint Degrees of Bachelor of Science and Bachelor of Arts must satisfy all program requirements before they may be granted either the degree of Bachelor of Science and Bachelor of Arts, and must graduate with both degrees at the same convocation.",324
Information about Faculty of Science at Memorial University of Newfoundland,Joint Degrees of Bachelor of Science and Bachelor of Arts,"The minimum of 135 credit hours for the Joint Degrees of Bachelor of Science and Bachelor of Arts shall include: a Major program chosen from those majors offered by departments within the Faculty of Science with the exception of majors offered by the Department of Economics and the Department of Geography; a Major program chosen from those majors offered by departments within the Faculty of Humanities and Social Sciences with the exception of majors offered by the Department of Computer Science, the Department of Mathematics and Statistics, and the Department of Psychology; the Core Requirements for the Faculty of Humanities and Social Sciences (including the Breadth of Knowledge Requirement, the Critical Reading and Writing (CRW) Requirement, the Language Study (LS) Requirement, and the Quantitative Reasoning (QR) Requirement), for which the Quantitative Reasoning Requirement shall be satisfied by 6 credit hours in Mathematics and Statistics courses; 6 credit hours in courses from each of two Sciences other than Mathematics and Statistics courses; a total of at least 78 credit hours in courses offered by departments within the Faculty of Science, and a total of at least 78 credit hours offered by departments within the Faculty of Humanities and Social Sciences; and no more than 6 credit hours in courses offered by a Faculty or School other than the Faculty of Science or the Faculty of Humanities and Social Sciences. While the Joint Degrees of Bachelor of Science and Bachelor of Arts is available to all Major programs offered by the Faculty of Science and the Faculty of Humanities and Social Sciences, students pursuing a major outside of Computer Science, Economics, Geography, Psychology, Pure Mathematics or Statistics should pay special attention to course planning and selection to ensure that this requirement is met within the required 135 credit hours. Admission to the Major programs shall be governed by the Faculty of Science Degree Regulations - Admission and Faculty of Humanities and Social Sciences - Admission to the Bachelor of Arts General Degree Programs. Students who have already completed a bachelor's degree are not eligible to complete the Joint Degrees of Bachelor of Science and Bachelor of Arts, but may separately complete a Bachelor of Science or a Bachelor of Arts in accordance with UNIVERSITY REGULATIONS - General Academic Regulations (Undergraduate), Residence Requirements - Second Degree.",444
Information about Faculty of Science at Memorial University of Newfoundland,Supplementary Examinations - Faculty of Science,"Supplementary examinations will be allowed in certain courses offered by the Department of Biochemistry and the Department of Mathematics and Statistics which have written final examinations. In each course, students will be informed as to the possibility of a supplementary examination during the first week of classes. This information will be provided in writing, as part of the Course Syllabus. Supplementary examinations will be of similar length and degree of difficulty as the original final examination. Students who wish to write a supplementary examination must apply in writing to the appropriate department within one week of the official release of grades by the University. Students who have clear or conditional standing may write a supplementary examination in a course if they obtained a final grade of 45-49F and if their grade in the course excluding the original final examination is at least 50%. In order to pass the course, a student who has been approved to write a supplementary examination must pass the supplementary examination. If the student passes the supplementary examination, then a new final grade will be calculated using the same evaluation scheme as used in the course, but with the result of the supplementary examination replacing that of the original final examination. Any additional course requirements, including a requirement to pass the laboratory component of a course, will continue to apply. If the new final grade is higher than the original, it will replace the original grade on the student's transcript, subject to the condition that the new final grade will not exceed the grade which the student had obtained in the course excluding the original final examination. The student's transcript will indicate that the course result was earned as the result of a supplementary examination. Supplementary examinations will be written no later than the first week of the semester immediately following the one in which the course was failed, and will normally coincide with the writing of deferred examinations. Grades for supplementary examinations will be submitted to the Office of the Registrar within one week following the commencement of classes for that semester. A student may write only one supplementary examination for any one registration in a course; if a failing grade is obtained in the course following the supplementary examination then the course must be repeated in order to obtain credit.",421
Information about Faculty of Science at Memorial University of Newfoundland,Degree Regulations - Faculty of Science,"Students must meet all regulations of the Faculty of Science in addition to those stated in the general regulations. For information concerning admission/readmission to the University and general academic regulations (undergraduate), refer to UNIVERSITY REGULATIONS.For information concerning fees and charges, see the Financial and Administrative Services website at www.mun.ca/finance/fees/.Upon meeting the qualifications for any of the programs, students must apply to graduate on the prescribed 'Application for Graduation' form. This form may be obtained on-line at the Memorial Self Service at selfservice.mun.ca. The deadlines for application submission are July 15 for Fall (October) convocation, January 3 for Winter (February In-Absentia) convocation, and January 15 for Spring (May) convocation. Applications received after these dates will be processed as time and resources permit. Additional information is available from the Office of the Registrar at www.mun.ca/regoff/graduation. Information regarding Convocation, including the dates of the ceremony, is available at www.mun.ca/convocation.",224
Information about Faculty of Science at Memorial University of Newfoundland,Core Requirements and Academic Advising - Faculty of Science,"A student for the General Degree of Bachelor of Science or the Honours Degree of Bachelor of Science shall complete the Core Requirements, which consist of the following: 6 credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses, 6 credit hours in Mathematics and Statistics courses, and 6 credit hours in courses from each of two subject areas listed under Programs in the Faculty of Science other than Mathematics and Statistics. The Core Requirements may be modified for students in certain programs by approved departmental regulations. Students for the General Degree of Bachelor of Science or the Honours Degree of Bachelor of Science, as well as students enrolled in a Minor program in the Faculty of Science, are strongly encouraged to consult regularly with the Head (or delegate) of each Major department and Minor department to discuss course registrations, to ensure compliance with all relevant academic regulations, and to seek advice regarding programs suitable to their particular needs.",187
Information about Faculty of Science at Memorial University of Newfoundland,Programs of Study for the General Degree of Bachelor of Science - Faculty of Science,"The Program of Study for the General Degree of Bachelor of Science is determined by the student’s declared Major(s). When a student has declared a single Major, that student’s Program of Study shall consist of the requirements for the corresponding Major program, as set forth in the Program Regulations. When a student has declared more than one Major in a combination for which a Joint Major program exists, as set forth in the Joint Program Regulations, that student’s Program of Study shall consist of the requirements for the Joint Major program. When a student has declared more than one Major in a combination for which no corresponding Joint Major program exists, that student’s Program of Study shall consist of the requirements for each of the respective Major programs, called a Double Major program. The Program of Study for a General Degree shall normally require the student to complete not fewer than 36 credit hours nor more than 45 credit hours in courses from each of the Major subjects, except in cases where it has been deemed that an appropriate rationale exists to warrant the requirement of an extraordinary number of credit hours. A Program of Study may require the student to successfully complete additional courses from subject areas other than the Major subject(s). A student’s Program of Study shall also include such additional requirements of each Major department as are approved by the Senate and printed in the Calendar. At least 15 credit hours in courses from each Major subject at the 3000-level or above must be completed at this University.",297
Information about Faculty of Science at Memorial University of Newfoundland,Electives - Faculty of Science,"In addition to the Core Requirements and the Program of Study, a candidate for the General Degree of Bachelor of Science or the Honours Degree of Bachelor of Science shall successfully complete additional courses to satisfy the requirement of 120 credit hours, subject to the following: Including the courses which comprise the Core Requirements and the Program of Study, the student shall successfully complete courses from subject areas listed under Programs in the Faculty of Science with a total number of credit hours as follows: at least 78 credit hours in the case of a candidate for the General Degree of Bachelor of Science, or at least 90 credit hours in the case of a candidate for the Honours Degree of Bachelor of Science. There shall be not fewer than five subjects in which the student shall have successfully completed courses. At least four of these subjects shall be chosen from the subject areas listed under Programs in the Faculty of Science. Not more than 15 unspecified transfer credit hours awarded in subject areas not taught at Memorial University of Newfoundland shall be used to satisfy the requirements of the degree. The student may choose to take additional courses in a Major subject beyond those specified in the Program of Study. The student may choose to complete a Minor program available in the Faculty of Science, the Faculty of Business Administration, the Faculty of Engineering and Applied Science, the Faculty of Humanities and Social Sciences, or the School of Music, in accordance with the regulations for the Minor program as set forth in the appropriate section of the Calendar.",240
